"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_017834" 0 235 324 378 54 84 107 126 204 143 252 159 174 189 294 219 271
"XLOC_017835" 324 294 107 84 0 54 143 174 378 126 159 235 204 189 219 252 271
"XLOC_017836" 235 0 378 324 54 84 252 107 126 143 159 174 189 204 219 294 271
"XLOC_017837" 0 54 324 294 84 107 126 143 235 159 174 189 204 219 252 271 378
"XLOC_017838" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 294 252 271
"XLOC_017839" 0 54 294 378 84 324 107 126 143 159 174 189 204 219 252 271 235
"XLOC_017840" 0 54 378 324 84 107 126 143 159 174 189 271 204 219 294 235 252
"XLOC_017841" 0 54 378 324 84 107 126 143 252 159 174 189 219 204 294 271 235
"XLOC_017842" 0 54 378 84 107 126 143 159 324 174 189 204 219 235 294 252 271
"XLOC_017843" 0 54 84 107 126 378 143 159 174 189 204 219 235 252 324 271 294
"XLOC_017844" 84 54 271 252 143 189 219 204 126 0 324 378 235 294 107 174 159
"XLOC_017845" 219 378 107 126 271 0 54 174 189 324 143 294 159 84 252 235 204
"XLOC_017846" 378 219 0 84 107 54 143 126 324 174 189 159 294 235 204 252 271
"XLOC_017847" 378 271 84 126 143 0 54 107 204 159 324 189 219 174 235 252 294
"XLOC_017848" 378 294 0 84 126 54 107 143 271 252 174 189 204 159 219 235 324
"XLOC_017849" 378 324 54 0 126 84 143 159 294 235 271 174 252 107 189 204 219
"XLOC_017850" 378 324 54 107 84 0 143 126 294 204 271 219 235 174 189 159 252
"XLOC_017851" 294 235 0 54 84 107 126 219 204 174 271 143 378 324 189 252 159
"XLOC_017852" 294 235 143 0 54 84 107 204 271 189 324 126 378 174 159 219 252
"XLOC_017853" 0 54 84 107 126 143 159 294 174 189 271 378 235 252 324 204 219
"XLOC_017854" 0 54 84 107 126 143 324 294 235 252 271 378 204 159 174 189 219
"XLOC_017855" 294 252 107 126 378 324 54 0 235 204 174 189 271 84 143 159 219
"XLOC_017856" 0 84 54 143 378 324 204 294 271 235 189 252 107 219 174 126 159
"XLOC_017857" 0 54 84 107 126 378 143 159 294 252 174 189 271 204 219 324 235
"XLOC_017858" 271 219 107 54 126 252 0 84 378 324 143 159 189 294 204 235 174
"XLOC_017859" 294 126 235 204 107 0 378 252 54 189 324 174 271 84 159 143 219
"XLOC_017860" 271 324 219 143 0 54 107 159 252 84 378 294 126 204 174 189 235
"XLOC_017861" 219 0 294 107 54 324 84 126 204 159 378 235 189 271 174 143 252
"XLOC_017862" 271 324 0 126 107 174 84 54 294 378 204 159 219 143 235 189 252
"XLOC_017863" 324 378 0 54 84 174 143 159 189 252 219 126 271 107 204 235 294
"XLOC_017864" 324 204 271 294 378 252 0 189 219 174 143 126 84 107 54 235 159
"XLOC_017865" 294 252 235 219 324 378 107 143 174 159 204 271 189 126 54 0 84
"XLOC_017866" 324 271 107 143 294 378 159 0 204 174 84 235 252 126 219 54 189
"XLOC_017867" 0 294 54 84 107 126 143 159 271 378 174 324 189 204 219 235 252
"XLOC_017868" 84 54 189 271 159 378 324 252 126 107 294 204 0 235 143 174 219
"XLOC_017869" 294 235 219 174 0 54 84 143 324 378 159 107 271 126 252 204 189
"XLOC_017870" 174 252 54 143 204 84 0 107 378 324 271 294 235 159 219 126 189
"XLOC_017871" 219 235 84 0 159 204 54 174 324 378 294 271 252 107 143 126 189
"XLOC_017872" 0 54 84 107 126 143 159 174 378 324 189 204 294 219 235 252 271
"XLOC_017873" 0 54 84 107 126 143 159 174 378 189 204 219 294 324 235 252 271
"XLOC_017874" 0 54 84 107 126 143 159 174 378 189 204 219 271 324 252 294 235
"XLOC_017875" 0 54 84 107 126 143 159 324 378 219 294 235 174 271 189 204 252
"XLOC_017876" 0 54 84 107 126 143 159 174 189 204 219 235 252 378 271 294 324
"XLOC_017877" 294 204 84 107 378 271 219 143 324 252 235 174 189 0 54 126 159
"XLOC_017878" 378 271 0 54 84 107 324 126 235 143 159 174 204 189 294 252 219
"XLOC_017879" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017880" 159 219 84 54 107 0 271 378 204 294 324 252 126 143 174 189 235
"XLOC_017881" 219 189 84 54 159 0 252 378 271 235 324 294 126 143 174 107 204
"XLOC_017882" 204 235 0 107 143 54 271 294 189 252 378 324 159 219 126 84 174
"XLOC_017883" 252 324 84 54 0 107 126 143 294 378 271 235 159 219 174 204 189
"XLOC_017884" 107 235 159 0 84 143 204 294 378 324 189 252 126 54 271 219 174
"XLOC_017885" 324 294 0 143 54 84 107 126 378 219 235 159 271 204 174 189 252
"XLOC_017886" 378 294 0 54 84 107 126 159 271 324 189 143 235 174 252 204 219
"XLOC_017887" 324 378 0 54 143 235 84 126 271 294 252 219 189 107 159 204 174
"XLOC_017888" 324 294 0 54 159 378 84 107 235 143 204 252 271 126 174 189 219
"XLOC_017889" 219 189 0 84 324 378 271 126 107 174 235 143 159 54 204 294 252
"XLOC_017890" 0 54 324 378 271 294 252 126 159 84 235 143 107 189 219 174 204
"XLOC_017891" 159 294 0 54 84 107 126 143 378 271 235 204 252 324 174 189 219
"XLOC_017892" 271 252 159 0 189 174 54 126 378 294 219 324 143 107 204 84 235
"XLOC_017893" 189 324 0 54 84 107 126 252 378 294 219 271 174 143 159 235 204
"XLOC_017894" 219 159 174 0 294 54 84 107 324 378 235 189 271 143 204 126 252
"XLOC_017895" 204 0 54 189 84 107 126 143 378 324 219 159 252 294 235 174 271
"XLOC_017896" 324 294 0 54 84 107 126 143 159 271 174 378 252 189 204 219 235
"XLOC_017897" 219 0 54 84 107 126 143 159 252 294 271 324 204 378 235 189 174
"XLOC_017898" 0 54 294 271 378 324 174 143 107 159 126 84 219 204 235 252 189
"XLOC_017899" 0 54 294 271 378 324 159 143 107 189 126 84 204 174 235 252 219
"XLOC_017900" 271 294 143 54 107 84 0 189 324 378 126 174 219 252 204 159 235
"XLOC_017901" 235 0 54 84 378 324 107 219 294 126 271 252 143 159 174 189 204
"XLOC_017902" 324 378 174 271 294 0 219 54 204 252 84 107 126 143 189 235 159
"XLOC_017903" 378 294 204 0 324 235 54 84 107 126 219 143 189 159 174 252 271
"XLOC_017904" 294 271 219 189 324 378 0 54 174 84 107 126 235 143 159 204 252
"XLOC_017905" 219 294 189 204 0 54 84 107 324 252 378 159 271 126 235 174 143
"XLOC_017906" 235 252 219 143 0 54 84 107 324 271 378 174 294 126 159 204 189
"XLOC_017907" 235 204 252 159 189 0 54 84 378 294 324 126 271 107 219 174 143
"XLOC_017908" 0 54 84 107 204 126 378 294 174 252 324 189 271 143 219 235 159
"XLOC_017909" 0 54 84 107 126 143 324 294 159 174 378 189 204 219 271 235 252
"XLOC_017910" 235 219 0 54 84 107 324 271 294 126 378 143 189 159 252 174 204
"XLOC_017911" 378 271 107 0 126 54 84 143 294 324 159 174 204 189 252 235 219
"XLOC_017912" 235 189 0 126 54 84 107 159 378 219 271 174 294 143 204 324 252
"XLOC_017913" 324 378 143 84 0 174 159 126 235 219 189 107 204 54 252 271 294
"XLOC_017914" 0 271 54 84 107 126 143 159 174 189 204 219 378 252 324 235 294
"XLOC_017915" 0 204 271 294 324 378 54 84 235 107 126 143 159 174 219 252 189
"XLOC_017916" 378 324 126 143 174 204 0 54 271 294 84 159 107 235 252 219 189
"XLOC_017917" 378 294 0 54 84 107 126 143 271 324 159 252 189 174 204 235 219
"XLOC_017918" 252 378 0 174 54 84 107 126 271 294 143 235 189 159 219 204 324
"XLOC_017919" 0 54 84 107 324 378 294 219 204 174 126 143 159 189 235 271 252
"XLOC_017920" 294 204 0 126 252 219 54 174 324 378 143 84 159 107 235 189 271
"XLOC_017921" 189 159 174 0 219 54 294 271 324 378 84 107 126 143 204 252 235
"XLOC_017922" 174 159 0 54 84 107 235 294 324 378 189 204 126 143 252 219 271
"XLOC_017923" 0 54 84 107 126 143 159 174 324 378 189 204 219 235 252 271 294
"XLOC_017924" 294 252 0 54 84 107 126 143 378 324 159 271 174 189 204 219 235
"XLOC_017925" 0 54 84 107 126 143 159 174 294 378 324 189 204 219 235 252 271
"XLOC_017926" 0 189 271 84 219 324 252 54 378 174 107 143 126 159 294 235 204
"XLOC_017927" 159 235 324 294 219 0 54 271 378 204 84 107 143 126 174 189 252
"XLOC_017928" 159 204 271 174 126 0 324 107 378 252 235 54 84 294 219 143 189
"XLOC_017929" 174 235 378 324 271 294 0 143 252 189 204 219 159 107 126 54 84
"XLOC_017930" 219 324 0 84 294 252 143 107 378 271 235 126 174 54 159 189 204
"XLOC_017931" 271 143 174 219 189 324 84 107 294 235 252 378 54 0 159 204 126
"XLOC_017932" 0 54 294 84 107 126 143 159 378 324 174 189 204 219 252 235 271
"XLOC_017933" 0 54 235 84 271 107 126 143 378 324 159 252 174 189 204 294 219
"XLOC_017934" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_017935" 0 54 324 378 84 107 126 143 159 235 174 189 204 219 252 271 294
"XLOC_017936" 0 204 378 324 294 219 54 84 189 107 126 235 143 159 174 252 271
"XLOC_017937" 0 54 324 252 294 378 84 107 271 235 126 143 159 174 189 219 204
"XLOC_017938" 0 54 378 271 324 84 107 126 294 143 159 174 189 204 252 219 235
"XLOC_017939" 0 54 84 107 378 126 143 324 271 252 159 174 189 204 219 235 294
"XLOC_017940" 0 54 84 107 324 378 126 143 159 174 271 294 189 204 219 252 235
"XLOC_017941" 0 54 84 235 324 378 107 126 143 219 159 252 174 189 271 204 294
"XLOC_017942" 0 54 84 107 294 378 271 126 324 252 204 174 219 159 235 143 189
"XLOC_017943" 0 189 54 219 324 378 84 107 252 294 126 143 235 174 204 159 271
"XLOC_017944" 0 54 84 107 378 294 126 143 252 159 174 189 204 324 219 271 235
"XLOC_017945" 174 0 294 252 271 54 84 107 378 324 189 126 143 204 219 159 235
"XLOC_017946" 324 271 126 54 143 107 0 84 294 378 252 219 235 159 189 174 204
"XLOC_017947" 204 252 126 107 271 174 0 84 324 378 143 219 189 54 235 159 294
"XLOC_017948" 378 271 0 54 84 107 126 143 294 159 219 174 235 204 324 189 252
"XLOC_017949" 294 252 143 84 107 54 0 126 324 378 235 174 271 159 189 204 219
"XLOC_017950" 0 54 84 107 126 143 159 174 324 378 189 294 204 219 252 271 235
"XLOC_017951" 0 54 294 252 84 107 126 143 324 378 271 159 174 189 204 219 235
"XLOC_017952" 235 219 0 294 54 84 107 126 324 378 143 159 174 189 252 204 271
"XLOC_017953" 271 0 235 252 54 84 107 126 324 378 143 159 204 174 189 219 294
"XLOC_017954" 0 235 54 252 84 107 126 143 324 378 159 174 271 189 204 219 294
"XLOC_017955" 0 54 189 252 84 107 126 143 324 378 204 159 219 174 271 235 294
"XLOC_017956" 0 189 219 54 84 107 126 143 324 378 159 174 252 204 271 235 294
"XLOC_017957" 0 219 235 54 324 378 84 271 107 126 252 143 204 294 159 174 189
"XLOC_017958" 0 235 252 54 324 84 204 107 378 271 189 219 294 126 143 159 174
"XLOC_017959" 204 235 271 174 378 324 0 252 143 54 219 84 159 294 107 189 126
"XLOC_017960" 324 219 378 294 0 54 84 107 189 126 143 235 271 159 252 204 174
"XLOC_017961" 0 54 84 174 378 324 204 189 219 159 107 126 252 143 235 294 271
"XLOC_017962" 0 271 189 204 324 378 54 84 174 107 126 143 159 235 219 252 294
"XLOC_017963" 271 107 235 204 324 378 0 189 159 54 126 84 143 219 294 174 252
"XLOC_017964" 204 378 189 126 107 0 54 84 271 159 143 252 294 324 219 174 235
"XLOC_017965" 84 143 159 189 219 271 126 204 235 252 0 54 107 174 324 378 294
"XLOC_017966" 0 54 84 219 324 107 126 204 189 252 143 159 174 235 271 378 294
"XLOC_017967" 0 54 324 294 252 271 235 378 107 143 126 174 84 219 204 189 159
"XLOC_017968" 143 252 0 54 204 219 324 174 271 235 294 378 107 126 84 189 159
"XLOC_017969" 324 378 189 235 0 54 84 174 126 271 204 143 252 107 159 219 294
"XLOC_017970" 219 252 0 54 84 107 126 143 378 324 159 174 204 189 294 271 235
"XLOC_017971" 0 54 84 107 126 378 143 159 174 189 204 219 235 252 271 294 324
"XLOC_017972" 294 271 0 54 84 107 126 143 378 324 159 174 204 252 189 235 219
"XLOC_017973" 378 324 0 252 54 84 107 126 271 204 294 143 159 174 189 219 235
"XLOC_017974" 378 324 0 54 84 107 126 143 204 294 189 219 235 159 252 174 271
"XLOC_017975" 271 84 378 324 107 126 0 294 204 252 219 54 235 189 143 159 174
"XLOC_017976" 0 54 84 107 324 378 126 143 159 174 294 189 235 204 219 271 252
"XLOC_017977" 174 0 204 271 324 378 54 189 84 294 107 126 235 159 143 252 219
"XLOC_017978" 271 174 204 219 324 378 235 159 126 107 189 252 143 294 54 0 84
"XLOC_017979" 294 271 84 0 159 189 54 107 378 324 204 252 235 126 219 174 143
"XLOC_017980" 324 378 0 189 54 84 204 107 126 235 143 159 219 174 271 252 294
"XLOC_017981" 378 324 54 107 143 204 159 174 126 219 0 84 235 189 252 294 271
"XLOC_017982" 378 324 0 54 84 107 126 143 235 159 174 189 204 219 252 271 294
"XLOC_017983" 219 235 378 324 189 159 126 54 204 174 84 107 143 0 294 271 252
"XLOC_017984" 143 0 324 378 54 294 204 189 174 84 159 107 219 126 271 252 235
"XLOC_017985" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 271 252 294
"XLOC_017986" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017987" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017988" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 271 294 252
"XLOC_017989" 252 294 159 107 126 0 54 143 324 378 189 84 235 174 219 271 204
"XLOC_017990" 0 159 219 324 235 84 107 54 204 378 174 294 126 189 252 271 143
"XLOC_017991" 0 54 189 84 107 378 126 143 324 294 204 159 174 235 219 271 252
"XLOC_017992" 271 84 378 324 174 0 54 107 219 235 189 126 252 159 294 143 204
"XLOC_017993" 271 294 378 324 0 54 84 107 235 126 189 143 219 159 204 174 252
"XLOC_017994" 159 174 294 189 0 235 54 84 271 143 378 252 126 107 324 219 204
"XLOC_017995" 0 204 54 84 107 126 378 143 324 271 294 219 159 174 235 252 189
"XLOC_017996" 204 0 54 252 84 107 126 143 378 324 271 219 235 159 174 189 294
"XLOC_017997" 271 235 126 143 189 84 107 0 324 159 378 219 252 54 204 294 174
"XLOC_017998" 0 54 84 107 324 378 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017999" 294 378 0 54 84 107 126 143 252 324 159 174 271 189 235 219 204
"XLOC_018000" 271 324 0 54 84 107 126 143 252 378 204 189 219 294 159 235 174
"XLOC_018001" 294 378 0 54 84 107 126 143 324 235 189 159 271 174 204 252 219
"XLOC_018002" 324 378 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_018003" 378 324 0 54 84 107 126 143 159 235 174 252 189 219 294 204 271
"XLOC_018004" 378 324 0 54 84 107 126 143 159 174 189 204 294 219 235 252 271
"XLOC_018005" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_018006" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_018007" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_018008" 378 324 0 54 84 294 107 126 252 219 143 159 174 189 235 271 204
"XLOC_018009" 378 324 0 54 84 107 126 143 252 271 159 174 189 204 219 235 294
"XLOC_018010" 204 271 0 54 84 107 159 126 294 235 252 143 378 174 189 219 324
"XLOC_018011" 294 271 126 0 143 54 84 107 378 159 174 189 324 204 252 219 235
"XLOC_018012" 219 271 0 126 54 84 174 107 378 294 235 143 324 159 204 189 252
"XLOC_018013" 271 294 0 126 54 107 143 84 378 252 235 159 324 174 219 189 204
"XLOC_018014" 0 54 252 378 271 294 235 324 84 189 126 219 159 204 174 143 107
"XLOC_018015" 378 324 0 159 143 294 174 54 204 126 235 84 189 107 219 252 271
"XLOC_018016" 378 324 84 0 189 271 54 159 174 143 294 107 204 126 235 219 252
"XLOC_018017" 378 324 126 0 204 54 174 84 143 189 294 107 252 159 235 219 271
"XLOC_018018" 378 324 0 54 84 107 126 143 159 294 174 189 219 204 252 271 235
"XLOC_018019" 0 324 54 84 252 107 126 143 378 235 159 174 271 189 204 219 294
"XLOC_018020" 271 324 0 54 84 107 126 143 378 294 219 235 174 252 159 204 189
"XLOC_018021" 0 174 54 84 107 126 324 189 143 271 219 294 252 378 204 159 235
"XLOC_018022" 378 252 84 107 143 0 54 126 324 189 235 174 294 271 159 204 219
"XLOC_018023" 294 378 126 0 54 84 219 107 324 235 204 143 189 174 252 159 271
"XLOC_018024" 378 294 84 0 107 126 54 189 235 324 174 159 271 143 204 219 252
"XLOC_018025" 0 54 84 107 378 324 235 271 126 189 204 143 159 174 252 294 219
"XLOC_018026" 378 324 126 204 235 0 54 84 271 294 159 107 174 143 219 189 252
"XLOC_018027" 378 324 189 219 0 54 84 159 271 294 143 174 107 126 204 252 235
"XLOC_018028" 294 204 0 54 235 84 107 126 252 324 189 159 219 143 271 174 378
"XLOC_018029" 0 54 84 107 126 324 143 159 219 235 174 189 204 294 252 378 271
"XLOC_018030" 0 107 204 219 294 54 378 324 271 143 235 189 84 126 252 174 159
"XLOC_018031" 378 324 0 54 84 107 126 204 271 294 219 143 174 159 189 252 235
"XLOC_018032" 204 378 0 54 84 107 126 271 189 324 219 143 294 159 235 174 252
"XLOC_018033" 294 378 0 189 54 84 107 204 174 324 159 126 235 143 271 252 219
"XLOC_018034" 378 324 159 174 0 54 84 107 189 294 235 126 204 143 271 219 252
"XLOC_018035" 294 271 0 235 54 84 107 126 324 378 252 143 189 159 174 219 204
"XLOC_018036" 0 54 324 378 84 107 294 126 143 159 252 271 204 174 189 235 219
"XLOC_018037" 219 294 378 324 0 54 84 107 189 126 252 143 159 204 174 235 271
"XLOC_018038" 0 252 378 324 54 84 107 271 126 143 219 159 174 189 235 204 294
"XLOC_018039" 204 294 324 378 0 54 84 107 126 252 143 159 271 174 189 235 219
"XLOC_018040" 126 159 378 324 54 0 107 84 294 204 271 235 252 174 219 143 189
"XLOC_018041" 143 54 189 107 0 174 84 219 271 324 159 126 252 204 235 378 294
"XLOC_018042" 107 143 324 378 0 126 54 189 235 294 252 271 219 84 204 159 174
"XLOC_018043" 174 126 378 324 0 54 294 235 84 159 271 143 189 107 252 219 204
"XLOC_018044" 219 189 204 324 0 54 294 84 378 107 235 252 159 126 271 174 143
"XLOC_018045" 219 235 0 54 84 107 126 143 271 378 189 159 204 174 252 324 294
"XLOC_018046" 219 107 0 54 294 252 378 235 204 126 143 324 174 271 189 159 84
"XLOC_018047" 0 143 294 271 378 324 252 54 84 107 159 174 235 126 204 219 189
"XLOC_018048" 0 54 271 294 378 324 84 107 189 126 174 143 235 159 204 219 252
"XLOC_018049" 0 54 235 84 378 324 107 126 204 143 159 174 271 219 189 252 294
"XLOC_018050" 204 189 271 294 324 378 0 54 84 107 126 143 252 174 159 219 235
"XLOC_018051" 174 252 235 219 378 324 0 54 159 126 143 84 189 107 294 204 271
"XLOC_018052" 0 235 252 54 378 324 84 107 294 126 143 159 174 189 271 219 204
"XLOC_018053" 0 54 84 235 324 378 107 271 219 126 252 143 294 159 189 174 204
"XLOC_018054" 0 54 84 107 378 324 126 189 219 252 159 174 294 143 271 235 204
"XLOC_018055" 0 54 84 107 324 378 126 143 159 174 189 204 271 219 252 294 235
"XLOC_018056" 271 252 189 294 0 54 84 107 235 174 126 143 378 159 204 324 219
"XLOC_018057" 271 235 0 54 84 107 126 174 204 378 324 143 294 159 252 219 189
"XLOC_018058" 324 294 0 54 84 107 126 252 271 378 235 143 159 174 189 219 204
"XLOC_018059" 0 54 84 107 126 143 294 271 324 378 159 174 219 189 204 252 235
"XLOC_018060" 271 189 324 378 0 54 84 107 126 252 143 159 219 294 204 174 235
"XLOC_018061" 0 378 54 84 107 126 143 159 174 189 204 219 235 252 271 294 324
"XLOC_018062" 0 378 324 271 54 219 294 189 84 107 235 126 204 159 143 174 252
"XLOC_018063" 271 235 0 54 84 107 126 159 378 294 174 189 143 219 252 204 324
"XLOC_018064" 204 235 0 54 189 84 107 126 324 378 143 219 174 159 252 271 294
"XLOC_018065" 235 219 0 271 54 84 107 126 378 324 143 159 174 189 294 204 252
"XLOC_018066" 294 204 54 84 378 252 0 107 324 219 174 271 235 126 143 159 189
"XLOC_018067" 252 174 143 126 378 294 0 54 219 235 84 159 271 107 189 324 204
"XLOC_018068" 235 252 219 0 54 84 107 126 271 378 174 189 159 143 294 324 204
"XLOC_018069" 294 378 189 107 174 0 204 54 143 271 84 126 252 324 219 159 235
"XLOC_018070" 324 204 271 219 235 0 54 143 294 378 159 174 84 126 252 189 107
"XLOC_018071" 0 54 84 107 324 378 126 143 159 174 189 204 219 235 252 271 294
"XLOC_018072" 159 126 204 107 271 324 378 174 84 0 235 294 54 252 189 143 219
"XLOC_018073" 378 324 107 159 219 204 54 0 126 174 143 235 271 84 294 189 252
"XLOC_018074" 54 159 324 378 252 235 294 271 189 107 126 204 84 219 143 174 0
"XLOC_018075" 204 235 324 378 271 294 0 54 159 84 143 107 174 126 189 252 219
"XLOC_018076" 189 126 235 204 378 324 0 54 84 159 143 107 219 174 271 294 252
"XLOC_018077" 0 294 54 84 378 324 107 126 143 159 174 189 204 219 235 252 271
"XLOC_018078" 0 54 324 252 84 378 271 294 107 126 143 159 235 174 189 219 204
"XLOC_018079" 0 219 235 324 54 378 84 107 126 143 159 174 294 204 189 271 252
"XLOC_018080" 0 271 294 54 84 378 107 126 143 159 174 189 204 219 235 324 252
"XLOC_018081" 235 0 54 84 378 324 107 126 219 143 159 174 204 189 252 294 271
"XLOC_018082" 189 271 0 143 126 378 54 219 252 235 159 84 324 204 294 107 174
"XLOC_018083" 0 54 84 107 324 378 126 143 159 174 189 204 219 235 252 271 294
"XLOC_018084" 294 0 54 84 324 378 107 126 143 159 174 189 204 219 235 252 271
"XLOC_018085" 0 107 294 271 378 324 84 54 204 189 143 126 174 159 219 235 252
"XLOC_018086" 0 54 252 271 235 324 378 294 159 174 204 219 84 189 107 126 143
"XLOC_018087" 294 0 54 84 378 324 107 126 271 143 159 174 252 189 204 219 235
"XLOC_018088" 0 252 54 84 107 126 143 271 378 324 159 174 294 189 204 219 235
"XLOC_018089" 0 219 378 324 252 294 54 84 204 107 235 126 271 143 159 174 189
"XLOC_018090" 0 54 252 324 84 107 126 143 378 294 159 174 189 235 271 219 204
"XLOC_018091" 189 159 271 294 235 378 0 54 324 219 84 107 143 126 204 252 174
"XLOC_018092" 0 189 252 235 378 324 54 84 294 271 107 126 159 143 204 219 174
"XLOC_018093" 378 324 0 54 84 107 126 143 159 294 174 189 204 219 271 235 252
"XLOC_018094" 378 324 0 54 84 107 126 235 174 189 143 159 204 271 219 294 252
"XLOC_018095" 204 189 378 324 271 294 0 174 54 84 159 107 235 143 126 219 252
